,기업명,휴폐업발생일자
17554,제일인베스트,20120630.0
17566,솔리드이엔지(영남지사),20111231.0
17694,하정에프에스,99999999.0
17744,뉴리더스,99999999.0
17762,다도글로벌,20130818.0
17834,윤텔,20160131.0
17871,비엠코리아,20160620.0
18147,일죽레져,20140401.0
18159,이노하임,20180712.0
18176,아토세이프,20160630.0
18366,프리즘인터내셔널,99999999.0
18385,제이에스스탠더드,99999999.0
18405,수협바다마트춘천점,99999999.0
18442,보원개발,20121231.0
18579,류진글로벌,20170110.0
18695,삼성산업봉양공장,99999999.0
18829,베리네트웍스,20130331.0
18927,꿈꾸는이상,99999999.0
18975,이지엠에스케이마트,99999999.0
19080,도시창조디엔씨,99999999.0
19154,태성아이온,99999999.0
19202,불스원서비스,20220602.0
19281,알엠소프트,20120131.0
19465,퓨어랜드,99999999.0
19782,신영이앤씨,99999999.0
19821,미래종합아울렛물류,99999999.0
19840,에코프로에이피,99999999.0
19925,세현개발,20140531.0
19987,신성미래,20200102.0
20197,엠제이테크널러지,20190211.0
20282,베이글코드,20220616.0
20522,펫아일랜드,99999999.0
20965,삼호에너지보동주유소,99999999.0
21004,포세카울산지점,99999999.0
21034,정원투어,20170403.0
21041,이플러스금융판매,20210305.0
21177,토요코인코리아,99999999.0
21201,정도진흥기업(주)강서점,99999999.0
21313,소모석유엄정주유소,99999999.0
21426,녹원메디칼(주)광주지점,99999999.0
21621,에스피시멘트,99999999.0
21692,프로톡스,20141031.0
21756,지에스테크,99999999.0
21909,서울에너지,20171116.0
22194,에코자산관리대부,20190331.0
22288,에스디홀딩스,99999999.0
22380,송담아이엔씨,20180521.0
22511,제주금시,99999999.0
22800,대주,20140630.0
22961,와이케이동그라미강서지점,99999999.0
23295,트레비앙,99999999.0
23453,에스제이세중종합건설,20190930.0
23587,스톤빌리지개발,99999999.0
23662,평택바른미곡,99999999.0
23698,에스엔지개발,20190918.0
24590,쿱스토어경기동남부,20211122.0
24870,디파트너스,99999999.0
24991,유림,20200714.0
25100,디오티디,20141231.0
25107,디엔에스,20141231.0
25198,플레이스,20211031.0
25202,은일,20200630.0
25231,주안,20220331.0
25482,테라모터스,20180612.0
25834,서울운수,99999999.0
25982,송광모터스,99999999.0
26701,브릿지디앤씨,20200630.0
26755,퀘렌시아,20210510.0
26876,제주에코힐,20211231.0
